 written on  9Apr2024 at 16:36:59 
           8
          49
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1
   -3   -3    0    1    1   -0.000113    0.000000
   -3   -3    0    2    1   -0.000012   -0.000000
   -3   -3    0    3    1   -0.000044    0.000000
   -3   -3    0    4    1   -0.000008    0.000000
   -3   -3    0    5    1    0.000042    0.000000
   -3   -3    0    6    1   -0.000028   -0.000000
   -3   -3    0    7    1    0.000021   -0.000000
   -3   -3    0    8    1   -0.000055    0.000000
   -3   -3    0    1    2   -0.000129    0.000000
   -3   -3    0    2    2    0.000283    0.000000
   -3   -3    0    3    2   -0.000008    0.000000
   -3   -3    0    4    2   -0.000265    0.000000
   -3   -3    0    5    2    0.000028   -0.000000
   -3   -3    0    6    2    0.000005   -0.000000
   -3   -3    0    7    2   -0.000056    0.000000
   -3   -3    0    8    2   -0.000031    0.000000
   -3   -3    0    1    3   -0.000065   -0.000000
   -3   -3    0    2    3   -0.000000   -0.000000
   -3   -3    0    3    3   -0.000113    0.000000
   -3   -3    0    4    3   -0.000129   -0.000000
   -3   -3    0    5    3    0.000021    0.000000
   -3   -3    0    6    3    0.000056    0.000000
   -3   -3    0    7    3   -0.000008   -0.000000
   -3   -3    0    8    3    0.000000    0.000000
   -3   -3    0    1    4   -0.000000   -0.000000
   -3   -3    0    2    4   -0.000089    0.000000
   -3   -3    0    3    4   -0.000012   -0.000000
   -3   -3    0    4    4    0.000283    0.000000
   -3   -3    0    5    4    0.000055    0.000000
   -3   -3    0    6    4   -0.000031   -0.000000
   -3   -3    0    7    4   -0.000000    0.000000
   -3   -3    0    8    4    0.000043    0.000000
   -3   -3    0    1    5   -0.000008   -0.000000
   -3   -3    0    2    5   -0.000000    0.000000
   -3   -3    0    3    5    0.000021    0.000000
   -3   -3    0    4    5   -0.000056    0.000000
   -3   -3    0    5    5   -0.000114   -0.000000
   -3   -3    0    6    5    0.000129    0.000000
   -3   -3    0    7    5   -0.000065    0.000000
   -3   -3    0    8    5    0.000000   -0.000000
   -3   -3    0    1    6    0.000000    0.000000
   -3   -3    0    2    6    0.000043    0.000000
   -3   -3    0    3    6   -0.000055    0.000000
   -3   -3    0    4    6   -0.000031    0.000000
