 written on 11June2024 at 11:53:55
          12
          79
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1
   -4   -3    0    1    1    0.00000000    0.00000000
   -4   -3    0    2    1    0.00000000    0.00000000
   -4   -3    0    3    1    0.00000000    0.00000000
   -4   -3    0    4    1    0.00000000    0.00000000
   -4   -3    0    5    1    0.00000000    0.00000000
   -4   -3    0    6    1    0.00000000    0.00000000
   -4   -3    0    7    1    0.00000000    0.00000000
   -4   -3    0    8    1    0.00000000    0.00000000
   -4   -3    0    9    1    0.00000000    0.00000000
   -4   -3    0   10    1    0.00000000    0.00000000
   -4   -3    0   11    1    0.00000000    0.00000000
   -4   -3    0   12    1    0.00000000    0.00000000
   -4   -3    0    1    2    0.00000000    0.00000000
   -4   -3    0    2    2    0.00000000    0.00000000
   -4   -3    0    3    2    0.00000000    0.00000000
   -4   -3    0    4    2    0.00000000    0.00000000
   -4   -3    0    5    2    0.00000000    0.00000000
   -4   -3    0    6    2    0.00000000    0.00000000
   -4   -3    0    7    2    0.00000000    0.00000000
   -4   -3    0    8    2    0.00000000    0.00000000
   -4   -3    0    9    2    0.00000000    0.00000000
   -4   -3    0   10    2    0.00000000    0.00000000
   -4   -3    0   11    2    0.00000000    0.00000000
   -4   -3    0   12    2    0.00000000    0.00000000
   -4   -3    0    1    3    0.00000000    0.00000000
   -4   -3    0    2    3    0.00000000    0.00000000
   -4   -3    0    3    3    0.00000000    0.00000000
   -4   -3    0    4    3    0.00000000    0.00000000
   -4   -3    0    5    3    0.00000000    0.00000000
   -4   -3    0    6    3    0.00000000    0.00000000
   -4   -3    0    7    3    0.00000000    0.00000000
   -4   -3    0    8    3    0.00000000    0.00000000
